231.503800;15506.399300;6.054400;255;0;0;0.022737
245.721500;15518.243300;26.409999;255;0;0;0.014761
234.514400;15510.720100;7.021900;255;0;0;0.024879
229.817700;15485.052000;10.027700;255;0;0;0.014642
228.243800;15491.230700;14.587500;255;0;0;0.017499
228.661000;15488.133801;14.616200;255;0;0;0.016190
229.400700;15486.005501;23.782399;255;0;0;0.020356
233.768900;15509.292500;24.289300;255;0;0;0.019880
245.362399;15518.089300;14.378400;255;0;0;0.024879
239.370100;15515.145900;8.751500;255;0;0;0.011667
237.894200;15514.019400;26.695701;255;0;0;0.018451
236.104500;15512.405400;24.752900;255;0;0;0.013452
237.152600;15513.376900;19.765701;255;0;0;0.011905
234.113700;15509.698600;11.099200;255;0;0;0.010000
229.496900;15501.765200;8.851200;255;0;0;0.013928
228.200200;15491.700500;10.866500;255;0;0;0.011667
228.634800;15488.368401;10.908400;255;0;0;0.012738
231.991700;15507.212600;15.297900;255;0;0;0.013452
228.566600;15496.683500;19.783300;255;0;0;0.020951
228.510800;15490.373699;24.242200;255;0;0;0.013452
228.531100;15496.731701;22.611400;255;0;0;0.016666
234.697900;15510.895900;24.328500;255;0;0;0.019047
230.263400;15503.265200;23.271800;255;0;0;0.015833
242.131600;15516.501400;27.598899;255;0;0;0.012143
234.548800;15510.739300;26.454500;255;0;0;0.011309
228.130000;15493.083000;27.191499;255;0;0;0.012619
235.758100;15512.041000;22.058099;255;0;0;0.018332
231.226200;15504.285800;27.594199;255;0;0;0.013690
235.617200;15511.895800;4.598800;255;0;0;0.011547
234.959200;15511.194800;5.458400;255;0;0;0.010238
239.954000;15515.544800;26.095201;255;0;0;0.010595
237.559700;15513.727600;15.639400;255;0;0;0.014761
239.816500;15515.461900;15.725900;255;0;0;0.022975
242.628600;15516.880400;9.514700;255;0;0;0.010714
231.979500;15507.217100;8.584900;255;0;0;0.024522
233.035700;15508.797600;8.383200;255;0;0;0.010476
233.479100;15509.403700;8.231600;255;0;0;0.011190
236.523200;15512.823900;18.110099;255;0;0;0.023451
233.271100;15509.120600;6.502300;255;0;0;0.011667
228.208000;15495.114599;10.269700;255;0;0;0.016785
230.796100;15478.440399;12.218000;255;0;0;0.010595
228.865300;15487.338499;10.904300;255;0;0;0.023570
228.334200;15496.688900;11.476000;255;0;0;0.012262
228.571300;15489.936399;9.990700;255;0;0;0.010952
230.257000;15503.257900;13.616000;255;0;0;0.010833
228.128000;15492.687599;14.554100;255;0;0;0.018451
229.787300;15485.032101;13.794300;255;0;0;0.012024
228.204300;15495.347000;17.468900;255;0;0;0.010952
230.391700;15503.542200;17.697500;255;0;0;0.010238
229.199600;15500.031900;20.489600;255;0;0;0.019523
228.443700;15489.235800;17.519700;255;0;0;0.015119
229.026100;15500.151300;18.754899;255;0;0;0.017975
228.153100;15492.272301;17.602600;255;0;0;0.012381
228.657500;15498.700300;25.107801;255;0;0;0.016785
232.302000;15507.697500;22.051200;255;0;0;0.013928
229.765600;15485.019400;23.573600;255;0;0;0.012619
235.651700;15511.912000;23.957200;255;0;0;0.017380
229.559200;15501.245800;20.964200;255;0;0;0.022380
232.341200;15507.778700;24.674600;255;0;0;0.017856
233.896200;15509.901900;24.239000;255;0;0;0.020237
229.260400;15485.660000;22.506299;255;0;0;0.010000
228.484800;15489.176800;22.524900;255;0;0;0.012738
233.978100;15509.453500;24.294099;255;0;0;0.015119
228.347200;15490.203100;27.533901;255;0;0;0.020832
228.793300;15496.542900;27.595701;255;0;0;0.010476
233.985300;15509.489400;27.584701;255;0;0;0.024522
232.819900;15508.469400;4.260000;255;0;0;0.021189
233.115500;15508.884300;4.670700;255;0;0;0.015119
236.978800;15513.094000;4.281000;255;0;0;0.010476
235.769000;15512.080700;5.430900;255;0;0;0.012976
235.129300;15511.384300;5.436000;255;0;0;0.011786
239.611300;15515.323800;6.256600;255;0;0;0.018094
243.342099;15517.474100;15.674200;255;0;0;0.010357
242.542000;15517.079900;20.260000;255;0;0;0.010476
246.648200;15518.785800;23.462699;255;0;0;0.012262
238.211000;15514.290400;15.404100;255;0;0;0.024879
241.640800;15516.575200;11.041900;255;0;0;0.019166
246.793500;15518.830800;23.532800;255;0;0;0.010476
242.547000;15517.085800;13.087700;255;0;0;0.011905
237.107800;15512.995900;11.099600;255;0;0;0.010476
236.504000;15512.796700;15.064400;255;0;0;0.014285
240.781400;15516.094700;15.645400;255;0;0;0.019166
235.418600;15511.714100;13.455400;255;0;0;0.010714
236.224200;15512.545600;15.409700;255;0;0;0.024879
236.907500;15513.156200;25.460700;255;0;0;0.015476
239.890800;15515.509800;15.966100;255;0;0;0.021665
238.269300;15514.331700;8.446700;255;0;0;0.021308
238.240100;15514.289900;25.356000;255;0;0;0.017380
238.958200;15514.848600;15.403200;255;0;0;0.012619
233.204500;15509.057700;9.247300;255;0;0;0.018571
236.921600;15513.192900;12.948700;255;0;0;0.017975
235.575900;15511.887400;10.634400;255;0;0;0.019523
236.817200;15513.097700;15.056300;255;0;0;0.020356
233.938700;15509.849800;11.046600;255;0;0;0.012619
233.381800;15509.289500;8.950500;255;0;0;0.015714
232.999100;15508.742500;7.508300;255;0;0;0.019642
228.894500;15499.614700;7.993500;255;0;0;0.013333
228.547200;15496.725700;9.036600;255;0;0;0.010357
234.020100;15510.106100;8.806500;255;0;0;0.011190
228.559700;15489.948999;12.859200;255;0;0;0.010952
228.343200;15493.340200;9.166300;255;0;0;0.014999
229.360200;15486.065001;10.518000;255;0;0;0.013095
230.559900;15478.174702;12.959600;255;0;0;0.015714
228.555700;15496.703600;13.229200;255;0;0;0.015476
228.679900;15488.158199;10.907100;255;0;0;0.016785
230.263100;15503.260700;12.702400;255;0;0;0.011667
229.194600;15500.046400;10.251400;255;0;0;0.010952
230.788400;15505.013000;9.502300;255;0;0;0.017618
229.464800;15501.652700;12.149500;255;0;0;0.012262
230.651100;15478.364601;14.183700;255;0;0;0.011547
228.631500;15488.258499;18.715200;255;0;0;0.010714
228.520600;15497.942200;14.546300;255;0;0;0.010952
228.210700;15491.688299;13.565300;255;0;0;0.024165
234.330600;15510.479900;15.042700;255;0;0;0.010357
228.800000;15487.509701;18.718299;255;0;0;0.017975
228.688800;15488.013800;17.897800;255;0;0;0.010952
230.572300;15478.196800;18.938699;255;0;0;0.010595
228.557100;15496.694799;19.231599;255;0;0;0.010357
229.595800;15484.612499;18.683400;255;0;0;0.015595
228.668400;15488.102600;17.516300;255;0;0;0.010595
228.386200;15489.938999;18.839700;255;0;0;0.018809
231.154000;15478.636101;19.954900;255;0;0;0.018213
229.813400;15485.044001;13.967500;255;0;0;0.010357
228.943300;15499.951500;17.900800;255;0;0;0.017856
234.520700;15510.714800;15.644900;255;0;0;0.017023
229.900100;15502.878800;14.596600;255;0;0;0.010952
228.560100;15496.703699;23.235500;255;0;0;0.012381
229.518700;15501.804000;18.980100;255;0;0;0.022023
229.646400;15500.353000;24.282399;255;0;0;0.024522
232.524700;15508.048300;17.778300;255;0;0;0.010119
228.758900;15496.653900;24.286500;255;0;0;0.019761
233.334300;15509.171000;17.920400;255;0;0;0.011309
230.959200;15504.343900;24.290700;255;0;0;0.017261
230.942700;15503.849200;24.284700;255;0;0;0.023213
235.573400;15511.892300;19.171600;255;0;0;0.023213
233.786900;15509.816200;25.359201;255;0;0;0.024998
235.640700;15511.927400;26.248599;255;0;0;0.020832
241.938500;15516.379600;27.588300;255;0;0;0.022618
228.745900;15489.576200;20.654500;255;0;0;0.018571
232.298300;15507.696700;21.455600;255;0;0;0.011786
233.668700;15509.645300;22.053199;255;0;0;0.014404
234.545700;15510.740500;26.176299;255;0;0;0.014166
234.559500;15510.752200;24.559800;255;0;0;0.016190
234.572600;15510.748600;24.332300;255;0;0;0.019166
232.523100;15508.054900;21.826000;255;0;0;0.014999
231.152200;15504.156300;24.286701;255;0;0;0.021308
240.974400;15516.178900;27.096500;255;0;0;0.014999
231.561500;15506.447400;27.274200;255;0;0;0.016666
232.829500;15508.461900;24.348800;255;0;0;0.024284
233.359700;15509.226800;4.462100;255;0;0;0.011905
235.364000;15511.642200;4.676600;255;0;0;0.017856
231.935300;15509.072900;3.999200;255;0;0;0.010238
237.044400;15513.026000;4.269900;255;0;0;0.010595
234.790600;15511.013700;4.559000;255;0;0;0.012857
235.030700;15511.281200;4.775300;255;0;0;0.010476
237.750100;15513.861600;4.723000;255;0;0;0.012738
232.297100;15507.681600;4.289200;255;0;0;0.010833
